batch,job,name,seed,best_discrete,final_discrete,soft_full,hash_match
100,3,overnight_b100_j3,14003,6.129613876342773,1.8765074014663696,0.41442734003067017,False
100,4,overnight_b100_j4,14004,8.936832427978516,157.59034729003906,0.33373957872390747,False
101,1,overnight_b101_j1,14101,0.8565394282341003,3.842076539993286,0.42621904611587524,False
101,2,overnight_b101_j2,14102,38.084537506103516,41.413352966308594,0.3717789649963379,False
101,3,overnight_b101_j3,14103,8.23815631866455,79.12236022949219,0.3722131848335266,False
101,4,overnight_b101_j4,14104,16.966781616210938,163.01939392089844,0.5229544639587402,False
102,1,overnight_b102_j1,14201,17.094635009765625,39.22791290283203,0.3654191195964813,False
102,2,overnight_b102_j2,14202,2.8249924182891846,5.302250862121582,0.40272632241249084,False
102,3,overnight_b102_j3,14203,43.40306091308594,146.45877075195312,0.35240381956100464,False
102,4,overnight_b102_j4,14204,4.487794399261475,84.03360748291016,0.32455405592918396,False
103,1,overnight_b103_j1,14301,1.369105339050293,3.8061599731445312,0.4883384704589844,False
103,2,overnight_b103_j2,14302,11.062764167785645,32.436031341552734,0.3595498502254486,False
103,3,overnight_b103_j3,14303,13.356281280517578,19.738265991210938,0.390696257352829,False
103,4,overnight_b103_j4,14304,24.68755340576172,120.38687133789062,0.3329226076602936,False
104,1,overnight_b104_j1,14401,5.865829944610596,38.79132843017578,0.4589718282222748,False
104,2,overnight_b104_j2,14402,0.8911763429641724,812.9736328125,0.3364303708076477,False
104,3,overnight_b104_j3,14403,5.999584197998047,221.33314514160156,0.32803431153297424,False
104,4,overnight_b104_j4,14404,0.8872289061546326,2.3653433322906494,0.3360077142715454,False
105,1,overnight_b105_j1,14501,5.063277721405029,5.298725605010986,0.4465087354183197,False
105,2,overnight_b105_j2,14502,8.886783599853516,17.58555030822754,0.370759516954422,False
105,3,overnight_b105_j3,14503,20.573068618774414,53.22197341918945,0.3000074625015259,False
105,4,overnight_b105_j4,14504,0.9234368801116943,0.9234368801116943,0.34588220715522766,False
106,1,overnight_b106_j1,14601,2.978264808654785,90.1701889038086,0.5031182765960693,False
106,2,overnight_b106_j2,14602,8.157331466674805,35.216548919677734,0.49399128556251526,False
106,3,overnight_b106_j3,14603,21.045225143432617,1.1738611459732056,0.4018198549747467,False
106,4,overnight_b106_j4,14604,1.604534387588501,97.4443130493164,0.40407615900039673,False
107,1,overnight_b107_j1,14701,42.692752838134766,381.27392578125,0.36593225598335266,False
107,2,overnight_b107_j2,14702,15.205768585205078,21.006919860839844,0.42790311574935913,False
107,3,overnight_b107_j3,14703,6.25712776184082,283.8280944824219,0.329899400472641,False
107,4,overnight_b107_j4,14704,8.107643127441406,10.5401611328125,0.37645331025123596,False
108,1,overnight_b108_j1,14801,20.112470626831055,26.23634910583496,0.3404933512210846,False
108,2,overnight_b108_j2,14802,2.097656488418579,5.109874248504639,0.4372918903827667,False
108,3,overnight_b108_j3,14803,2.294210433959961,12.26031494140625,0.33921289443969727,False
108,4,overnight_b108_j4,14804,16.80126953125,220.68907165527344,0.3212638795375824,False
109,1,overnight_b109_j1,14901,20.472614288330078,77.07190704345703,0.3681306540966034,False
109,2,overnight_b109_j2,14902,6.602632522583008,20.189298629760742,0.5527917742729187,False
109,3,overnight_b109_j3,14903,20.33473014831543,1.2914252281188965,0.40217235684394836,False
109,4,overnight_b109_j4,14904,55.21053695678711,79.32642364501953,0.347494512796402,False
110,1,overnight_b110_j1,15001,1.324180245399475,14.529128074645996,0.5238029360771179,False
110,2,overnight_b110_j2,15002,3.6151843070983887,22.278352737426758,0.4358661472797394,False
110,3,overnight_b110_j3,15003,4.869545936584473,22.762187957763672,0.3077206015586853,False
110,4,overnight_b110_j4,15004,46.366981506347656,44.7120475769043,0.35720688104629517,False
111,1,overnight_b111_j1,15101,5.410053730010986,120.74983215332031,0.4294627904891968,False
111,2,overnight_b111_j2,15102,16.760231018066406,95.89186096191406,0.48333436250686646,False
111,3,overnight_b111_j3,15103,15.446610450744629,25.578317642211914,0.5305482149124146,False
111,4,overnight_b111_j4,15104,51.777462005615234,264.1568298339844,0.3676609694957733,False
112,1,overnight_b112_j1,15201,4.188859939575195,8.13174819946289,0.3931243121623993,False
112,2,overnight_b112_j2,15202,23.626558303833008,32.538108825683594,0.38476860523223877,False
112,3,overnight_b112_j3,15203,47.838871002197266,23.390214920043945,0.32615524530410767,False
112,4,overnight_b112_j4,15204,21.349666595458984,191.67208862304688,0.3144797384738922,False
113,1,overnight_b113_j1,15301,19.57265853881836,135.35906982421875,0.4040048122406006,False
113,2,overnight_b113_j2,15302,5.621870994567871,8.039939880371094,0.4803209900856018,False
113,3,overnight_b113_j3,15303,34.574737548828125,438.1651916503906,0.3967870771884918,False
113,4,overnight_b113_j4,15304,44.50092697143555,166.05157470703125,0.3386939465999603,False
114,1,overnight_b114_j1,15401,1.2710076570510864,5.72571325302124,0.5733762383460999,False
114,2,overnight_b114_j2,15402,13.032721519470215,25.619592666625977,0.47750747203826904,False
114,3,overnight_b114_j3,15403,22.997817993164062,131.8056182861328,0.40153416991233826,False
114,4,overnight_b114_j4,15404,16.74173927307129,208.4042205810547,0.3103295862674713,False
115,1,overnight_b115_j1,15501,4.2897443771362305,35.819236755371094,0.4104035496711731,False
